Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.498",,,"PATRIC.562.123410.562.123410.con.0001.CDS.515256.516941.fwd","PATRIC","CDS",515256,516941,1686,"+",,"PLF_561_00000761","PGF_00050590",,561,,"Sensor histidine kinase BtsS",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.50",,,"PATRIC.562.123410.562.123410.con.0001.CDS.51642.52640.fwd","PATRIC","CDS",51642,52640,999,"+",,"PLF_561_00002507","PGF_00036346",,332,,"Predicted sugar ABC transport system, permease protein YphD",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.499",,,"PATRIC.562.123410.562.123410.con.0001.CDS.516938.517657.fwd","PATRIC","CDS",516938,517657,720,"+",,"PLF_561_00001786","PGF_00060186",,239,,"Two-component transcriptional response regulator BtsR",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.500",,,"PATRIC.562.123410.562.123410.con.0001.CDS.517704.518174.fwd","PATRIC","CDS",517704,518174,471,"+",,"PLF_561_00002943","PGF_00065514",,156,,"Uncharacterized protein YehS",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.501",,,"PATRIC.562.123410.562.123410.con.0001.CDS.518215.518676.rev","PATRIC","CDS",518215,518676,462,"-",,"PLF_561_00000384","PGF_00064777",,153,,"Uncharacterized lipoprotein YehR",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.502",,,"PATRIC.562.123410.562.123410.con.0001.CDS.518801.520804.rev","PATRIC","CDS",518801,520804,2004,"-",,"PLF_561_00000206","PGF_00065513",,667,,"Uncharacterized protein YehQ",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.503",,,"PATRIC.562.123410.562.123410.con.0001.CDS.520801.521937.rev","PATRIC","CDS",520801,521937,1137,"-",,"PLF_561_00000805","PGF_00067307",,378,,"YehP, CoxE-like von Willebrand factor type A (vWA) domain-containing protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.504",,,"PATRIC.562.123410.562.123410.con.0001.CDS.521930.524206.rev","PATRIC","CDS",521930,524206,2277,"-",,"PLF_561_00000091","PGF_00065510",,758,,"Uncharacterized protein YehM",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.505",,,"PATRIC.562.123410.562.123410.con.0001.CDS.524213.525301.rev","PATRIC","CDS",524213,525301,1089,"-",,"PLF_561_00002897","PGF_00065508",,362,,"Uncharacterized protein YehL",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.507",,,"PATRIC.562.123410.562.123410.con.0001.CDS.525732.525821.fwd","PATRIC","CDS",525732,525821,90,"+",,"PLF_561_00008964","PGF_05454074",,29,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.508",,,"PATRIC.562.123410.562.123410.con.0001.CDS.526212.526397.rev","PATRIC","CDS",526212,526397,186,"-",,"PLF_561_00004115","PGF_00065507",,61,,"Uncharacterized protein YehK",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.509",,,"PATRIC.562.123410.562.123410.con.0001.CDS.526458.530090.rev","PATRIC","CDS",526458,530090,3633,"-",,"PLF_561_00000105","PGF_00065506",,1210,,"Uncharacterized protein YehI",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.51",,,"PATRIC.562.123410.562.123410.con.0001.CDS.52673.53767.fwd","PATRIC","CDS",52673,53767,1095,"+",,"PLF_561_00000135","PGF_00013468",,364,,"Hypothetical zinc-type alcohol dehydrogenase-like protein YphC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.510",,,"PATRIC.562.123410.562.123410.con.0001.CDS.530100.533879.rev","PATRIC","CDS",530100,533879,3780,"-",,"PLF_561_00000061","PGF_00022451",,1259,,"Molybdate metabolism regulator",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.511",,,"PATRIC.562.123410.562.123410.con.0001.CDS.534020.536053.rev","PATRIC","CDS",534020,536053,2034,"-",,"PLF_561_00000332","PGF_03609651",,677,,"Methionyl-tRNA synthetase (EC 6.1.1.10)","GO:0004825|methionine-tRNA ligase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.512",,,"PATRIC.562.123410.562.123410.con.0001.CDS.536185.537294.fwd","PATRIC","CDS",536185,537294,1110,"+",,"PLF_561_00000440","PGF_00067739",,369,,"[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.513",,,"PATRIC.562.123410.562.123410.con.0001.CDS.537557.537838.fwd","PATRIC","CDS",537557,537838,282,"+",,"PLF_561_00003742","PGF_02957598",,93,,"Uncharacterized protein YehE",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.52",,,"PATRIC.562.123410.562.123410.con.0001.CDS.53779.54651.fwd","PATRIC","CDS",53779,54651,873,"+",,"PLF_561_00003108","PGF_00039066",,290,,"Aldose 1-epimerase family protein YphB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.514",,,"PATRIC.562.123410.562.123410.con.0001.CDS.538131.538673.fwd","PATRIC","CDS",538131,538673,543,"+",,"PLF_561_00003298","PGF_00064714",,180,,"Uncharacterized fimbrial-like protein YehD",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.515",,,"PATRIC.562.123410.562.123410.con.0001.CDS.538754.539422.fwd","PATRIC","CDS",538754,539422,669,"+",,"PLF_561_00001083","PGF_00037071",,222,,"Probable fimbrial chaperone YehC",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.516",,,"PATRIC.562.123410.562.123410.con.0001.CDS.539438.541918.fwd","PATRIC","CDS",539438,541918,2481,"+",,"PLF_561_00000222","PGF_00028442",,826,,"Outer membrane usher protein YehB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.517",,,"PATRIC.562.123410.562.123410.con.0001.CDS.541934.542968.fwd","PATRIC","CDS",541934,542968,1035,"+",,"PLF_561_00003601","PGF_00064712",,344,,"Uncharacterized fimbrial-like protein YehA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.518",,,"PATRIC.562.123410.562.123410.con.0001.CDS.543050.543388.rev","PATRIC","CDS",543050,543388,339,"-",,"PLF_561_00002654","PGF_00025559",,112,,"Nickel/cobalt homeostasis protein RcnB",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.519",,,"PATRIC.562.123410.562.123410.con.0001.CDS.543607.544431.rev","PATRIC","CDS",543607,544431,825,"-",,"PLF_561_00000381","PGF_00025558",,274,,"Nickel/cobalt efflux transporter RcnA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.520",,,"PATRIC.562.123410.562.123410.con.0001.CDS.544552.544824.fwd","PATRIC","CDS",544552,544824,273,"+",,"PLF_561_00001388","PGF_00060257",,90,,"Transcriptional repressor RcnR",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.521",,,"PATRIC.562.123410.562.123410.con.0001.CDS.545154.546374.fwd","PATRIC","CDS",545154,546374,1221,"+",,"PLF_561_00014176","PGF_01615525",,406,,"Phage integrase",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.522",,,"PATRIC.562.123410.562.123410.con.0001.CDS.546371.547225.fwd","PATRIC","CDS",546371,547225,855,"+",,"PLF_561_00011108","PGF_05327538",,284,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.523",,,"PATRIC.562.123410.562.123410.con.0001.CDS.547329.547553.fwd","PATRIC","CDS",547329,547553,225,"+",,"PLF_561_00057405","PGF_03004699",,74,,"COG3311: Predicted transcriptional regulator",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.53",,,"PATRIC.562.123410.562.123410.con.0001.CDS.54811.55233.rev","PATRIC","CDS",54811,55233,423,"-",,"PLF_561_00001851","PGF_00014197",,140,,"Inner membrane protein YphA",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.525",,,"PATRIC.562.123410.562.123410.con.0001.CDS.548280.548483.fwd","PATRIC","CDS",548280,548483,204,"+",,,"PGF_08225224",,67,,"FIG00639870: hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.526",,,"PATRIC.562.123410.562.123410.con.0001.CDS.548476.548796.fwd","PATRIC","CDS",548476,548796,321,"+",,"PLF_561_00007072","PGF_00097441",,106,,"FIG00639899: hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.527",,,"PATRIC.562.123410.562.123410.con.0001.CDS.548803.549102.fwd","PATRIC","CDS",548803,549102,300,"+",,"PLF_561_00007111","PGF_00253837",,99,,"FIG00638501: hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.528",,,"PATRIC.562.123410.562.123410.con.0001.CDS.549099.550916.fwd","PATRIC","CDS",549099,550916,1818,"+",,"PLF_561_00005777","PGF_01953727",,605,,"Zinc binding domain / DNA primase (EC 2.7.7.-), Phage P4-associated / Replicative helicase RepA, Phage P4-associated","GO:0003720|telomerase activity;GO:0003720|RNA helicase activity;GO:0003720|DNA primase activity;GO:0003720|sulfate adenylyltransferase activity;GO:0003720|RNA guanylyltransferase activity;GO:0003720|tRNA guanylyltransferase activity;GO:0003720|mannose-phosphate guanylyltransferase activity;GO:0003720|DNA/RNA helicase activity;GO:0003720|CTP:2,3-di-O-geranylgeranyl-sn-glycero-1-phosphate cytidyltransferase activity;GO:0003720|phospholactate guanylyltransferase activity;GO:0003720|ATP:coenzyme F420 adenylyltransferase activity;GO:0003720|UDP-N-acetylgalactosamine diphosphorylase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.529",,,"PATRIC.562.123410.562.123410.con.0001.CDS.551308.552021.rev","PATRIC","CDS",551308,552021,714,"-",,"PLF_561_00073325","PGF_01631865",,237,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.531",,,"PATRIC.562.123410.562.123410.con.0001.CDS.552374.554287.fwd","PATRIC","CDS",552374,554287,1914,"+",,"PLF_561_00195145","PGF_05212102",,637,,"Phage head, head-tail preconnector protease C / Phage head, scaffolding domain Nu3",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.532",,,"PATRIC.562.123410.562.123410.con.0001.CDS.554545.555030.fwd","PATRIC","CDS",554545,555030,486,"+",,"PLF_561_00034283","PGF_10419330",,161,,"Fels-1 prophage protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.533",,,"PATRIC.562.123410.562.123410.con.0001.CDS.555033.555314.fwd","PATRIC","CDS",555033,555314,282,"+",,"PLF_561_00004270","PGF_00095084",,93,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.534",,,"PATRIC.562.123410.562.123410.con.0001.CDS.555696.555833.rev","PATRIC","CDS",555696,555833,138,"-",,"PLF_561_00011044","PGF_01624839",,45,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.535",,,"PATRIC.562.123410.562.123410.con.0001.CDS.555996.556784.fwd","PATRIC","CDS",555996,556784,789,"+",,"PLF_561_00002191","PGF_02787474",,262,,"Hydroxyethylthiazole kinase (EC 2.7.1.50)","GO:0004417|hydroxyethylthiazole kinase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.55",,,"PATRIC.562.123410.562.123410.con.0001.CDS.55602.56741.fwd","PATRIC","CDS",55602,56741,1140,"+",,"PLF_561_00001147","PGF_03217584",,379,,"Probable 3-phenylpropionic acid transporter",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.536",,,"PATRIC.562.123410.562.123410.con.0001.CDS.556781.557581.fwd","PATRIC","CDS",556781,557581,801,"+",,"PLF_561_00001630","PGF_05520131",,266,,"Hydroxymethylpyrimidine phosphate kinase ThiD (EC 2.7.4.7)","GO:0008972|phosphomethylpyrimidine kinase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.537",,,"PATRIC.562.123410.562.123410.con.0001.CDS.557646.558464.fwd","PATRIC","CDS",557646,558464,819,"+",,"PLF_561_00000339","PGF_05179218",,272,,"Lyzozyme M1 (1,4-beta-N-acetylmuramidase) (EC 3.2.1.17)","GO:0003796|lysozyme activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.538",,,"PATRIC.562.123410.562.123410.con.0001.CDS.558516.559262.fwd","PATRIC","CDS",558516,559262,747,"+",,"PLF_561_00002792","PGF_03726887",,248,,"Uncharacterized HTH-type transcriptional regulator YegW",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.539",,,"PATRIC.562.123410.562.123410.con.0001.CDS.559236.560201.rev","PATRIC","CDS",559236,560201,966,"-",,"PLF_561_00001926","PGF_00065850",,321,,"Uncharacterized sugar kinase YegV, PfkB family",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.540",,,"PATRIC.562.123410.562.123410.con.0001.CDS.560198.561202.rev","PATRIC","CDS",560198,561202,1005,"-",,"PLF_561_00002544","PGF_00013436",,334,,"ADP-ribosylglycohydrolase family protein YegU",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.541",,,"PATRIC.562.123410.562.123410.con.0001.CDS.561199.562476.rev","PATRIC","CDS",561199,562476,1278,"-",,"PLF_561_00000932","PGF_00042404",,425,,"Putative nucleoside transporter YegT",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.542",,,"PATRIC.562.123410.562.123410.con.0001.CDS.562733.563785.fwd","PATRIC","CDS",562733,563785,1053,"+",,"PLF_561_00001421","PGF_00006390",,350,,"Fructose-bisphosphate aldolase class I (EC 4.1.2.13)","GO:0004332|fructose-bisphosphate aldolase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.543",,,"PATRIC.562.123410.562.123410.con.0001.CDS.564014.564868.fwd","PATRIC","CDS",564014,564868,855,"+",,"PLF_561_00003406","PGF_00055989",,284,,"Tagatose-1,6-bisphosphate aldolase GatY (EC 4.1.2.40)","GO:0009025|tagatose-bisphosphate aldolase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.544",,,"PATRIC.562.123410.562.123410.con.0001.CDS.564897.566159.fwd","PATRIC","CDS",564897,566159,1263,"+",,"PLF_561_00000261","PGF_00056007",,420,,"Tagatose-6-phosphate kinase GatZ (EC 2.7.1.144)","GO:0009024|tagatose-6-phosphate kinase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.545",,,"PATRIC.562.123410.562.123410.con.0001.CDS.566169.566621.fwd","PATRIC","CDS",566169,566621,453,"+",,"PLF_561_00003412","PGF_04724541",,150,,"PTS system, galactitol-specific IIA component (EC 2.7.1.200)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.546",,,"PATRIC.562.123410.562.123410.con.0001.CDS.566652.566936.fwd","PATRIC","CDS",566652,566936,285,"+",,"PLF_561_00003437","PGF_00029672",,94,,"PTS system, galactitol-specific IIB component (EC 2.7.1.200)",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.547",,,"PATRIC.562.123410.562.123410.con.0001.CDS.566940.568295.fwd","PATRIC","CDS",566940,568295,1356,"+",,"PLF_561_00003116","PGF_00029677",,451,,"PTS system, galactitol-specific IIC component",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.56",,,"PATRIC.562.123410.562.123410.con.0001.CDS.56733.58013.rev","PATRIC","CDS",56733,58013,1281,"-",,"PLF_561_00001221","PGF_00054161",,426,,"Stationary phase inducible protein CsiE",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.548",,,"PATRIC.562.123410.562.123410.con.0001.CDS.568343.569383.fwd","PATRIC","CDS",568343,569383,1041,"+",,"PLF_561_00003223","PGF_00007078",,346,,"Galactitol-1-phosphate 5-dehydrogenase (EC 1.1.1.251)","GO:0008868|galactitol-1-phosphate 5-dehydrogenase activity"
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.549",,,"PATRIC.562.123410.562.123410.con.0001.CDS.569483.570262.fwd","PATRIC","CDS",569483,570262,780,"+",,"PLF_561_00003386","PGF_00007075",,259,,"Galactitol utilization operon repressor",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.550",,,"PATRIC.562.123410.562.123410.con.0001.CDS.570344.571243.rev","PATRIC","CDS",570344,571243,900,"-",,"PLF_561_00002107","PGF_00017107",,299,,"Lipid kinase YegS",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.552",,,"PATRIC.562.123410.562.123410.con.0001.CDS.571644.571976.fwd","PATRIC","CDS",571644,571976,333,"+",,"PLF_561_00003238","PGF_00065504",,110,,"Uncharacterized protein YegR",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.553",,,"PATRIC.562.123410.562.123410.con.0001.CDS.571996.572121.fwd","PATRIC","CDS",571996,572121,126,"+",,"PLF_561_00005707","PGF_10544954",,41,,"hypothetical protein",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.554",,,"PATRIC.562.123410.562.123410.con.0001.CDS.572476.573837.rev","PATRIC","CDS",572476,573837,1362,"-",,"PLF_561_00001044","PGF_02105064",,453,,"Uncharacterized protease YegQ",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.555",,,"PATRIC.562.123410.562.123410.con.0001.CDS.574325.575539.fwd","PATRIC","CDS",574325,575539,1215,"+",,"PLF_561_00006451","PGF_10543038",,404,,"Uncharacterized protein STM2133",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.556",,,"PATRIC.562.123410.562.123410.con.0001.CDS.575539.576255.fwd","PATRIC","CDS",575539,576255,717,"+",,"PLF_561_00006482","PGF_10332992",,238,,"Uncharacterized protein STM2134",
"Escherichia coli Escherichia coli 19Y000018","562.123410","562.123410.con.0001","fig|562.123410.peg.557",,,"PATRIC.562.123410.562.123410.con.0001.CDS.576266.578374.fwd","PATRIC","CDS",576266,578374,2109,"+",,"PLF_561_00006418","PGF_06862453",,702,,"Uncharacterized protein STM2135",
