Family ID,Proteins,Genomes,Description,Min AA Length,Max AA Length,Mean,Std Dev
PGF_02012060,1,1,"hypothetical protein",111,111,111,0
PGF_02013009,1,1,"hypothetical protein",38,38,38,0
PGF_06666292,1,1,"hypothetical protein",62,62,62,0
PGF_02009984,2,1,"hypothetical protein",63,315,189,126
PGF_00755958,3,3,"Choline ABC transport system, permease protein OpuBD",217,220,219,1.4142135623730951
PGF_07298229,3,3,"Choline ABC transport system, choline-binding protein OpuBC",309,311,309.6666666666667,0.9428090415820634
PGF_00027664,3,3,"Choline ABC transport system, permease protein OpuBB",209,209,209,0
PGF_08674505,3,3,"Choline ABC transport system, ATP-binding protein OpuBA",394,417,408.6666666666667,10.402991022884823
PGF_01724713,44,33,"Ribose-5-phosphate isomerase B (EC 5.3.1.6)",62,187,145.02272727272728,17.792348504041172
PGF_00340971,30,1,"hypothetical protein",45,455,298.23333333333335,163.6660590620086
PGF_02047003,5,1,"hypothetical protein",170,191,178.4,10.287856919689348
PGF_00710078,21,4,"Mobile element protein",87,240,190.0952380952381,45.708084896911956
PGF_02009557,1,1,"putative membrane protein",133,133,133,0
PGF_00426115,62,46,"1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)",431,729,611.2741935483871,39.93428850678554
PGF_06323981,5,5,"Hydrolase, alpha/beta fold family",200,270,242.8,24.506325713986584
PGF_00115220,5,5,"hypothetical protein",71,73,72.2,0.7483314773547882
PGF_03034041,1,1,"hypothetical protein",189,189,189,0
PGF_07304485,52,10,"Putative transposase InsK for insertion sequence element IS150",50,473,394.61538461538464,118.00735861119225
PGF_02018446,1,1,"hypothetical protein",50,50,50,0
PGF_06317974,1,1,"hypothetical protein",83,83,83,0
PGF_00839610,1,1,"Transcriptional regulator YeiE, LysR family",291,291,291,0
PGF_08102025,35,35,"Putative membrane protein YeiH",47,372,333.6857142857143,50.48041851115365
PGF_10557751,1,1,"ABC transporter, permease protein",278,278,278,0
PGF_02011272,3,1,"hypothetical protein",97,217,155,49.07137658554119
PGF_10565921,1,1,"hypothetical protein",66,66,66,0
PGF_02008812,1,1,"hypothetical protein",167,167,167,0
PGF_10420065,8,7,"Uncharacterized amino acid permease, GabP family",456,514,493,22.516660498395403
PGF_02008793,3,1,"hypothetical protein",60,364,195,126.41466159693134
PGF_04482781,4,1,"hypothetical protein",31,31,31,0
PGF_02011288,1,1,"hypothetical protein",73,73,73,0
PGF_02021646,2,1,"hypothetical protein",161,175,168,7
PGF_10538082,20,11,"Sensory box/GGDEF family protein",41,907,545.1,274.1559592640656
PGF_05486297,1,1,"hypothetical protein",61,61,61,0
PGF_03094267,1,1,"Putative glycosyltransferase",315,315,315,0
PGF_02009441,1,1,"hypothetical protein",95,95,95,0
PGF_02008864,1,1,"hypothetical protein",51,51,51,0
PGF_00016790,3,3,"2',3'-cyclic nucleotide 3'-phosphodiesterase (EC 3.1.4.37)",311,311,311,0
PGF_02008892,1,1,"hypothetical protein",61,61,61,0
PGF_02009507,1,1,"hypothetical protein",61,61,61,0
PGF_02985665,2,1,"Putative permease",51,175,113,62
PGF_05833139,1,1,"hypothetical protein",41,41,41,0
PGF_01333742,6,5,"Histone acetyltransferase HPA2 and related acetyltransferases",170,185,174.33333333333334,4.9216076867444665
PGF_03148229,14,13,"L-alanine-DL-glutamate epimerase (EC 5.1.1.n1)",203,395,352.85714285714283,45.43418653527814
PGF_00272684,1,1,"hypothetical protein",226,226,226,0
PGF_02009419,1,1,"Transcriptional regulator",251,251,251,0
PGF_02012053,1,1,"hypothetical protein",78,78,78,0
PGF_00411075,3,2,"putative surface exclusion protein",280,355,310.6666666666667,32.10745846199741
PGF_02009383,1,1,"LysM domain protein",300,300,300,0
PGF_12687803,2,1,"Acetyltransferase",53,119,86,33
PGF_02008356,1,1,"hypothetical protein",328,328,328,0
PGF_04208139,13,13,"Phosphomannomutase (EC 5.4.2.8)",458,651,565.9230769230769,38.77441967717602
PGF_00876160,9,9,"Alpha-acetolactate decarboxylase (EC 4.1.1.5)",99,292,229.77777777777777,49.44531834433711
PGF_02012817,1,1,"hypothetical protein",175,175,175,0
PGF_02014244,1,1,"hypothetical protein",38,38,38,0
PGF_00068171,4,2,"alpha-amylase",75,440,213.25,145.61314329414085
PGF_00949663,1,1,"Uncharacterized MFS-type transporter",411,411,411,0
PGF_02007595,1,1,"hypothetical protein",138,138,138,0
PGF_02009462,1,1,"hypothetical protein",102,102,102,0
PGF_03438544,2,2,"DNA or RNA helicase of superfamily II",1043,1046,1044.5,1.5
PGF_12897903,1,1,"hypothetical protein",280,280,280,0
PGF_12884253,2,1,"Uncharacterized MFS-type transporter",88,404,246,158
PGF_02007783,1,1,"hypothetical protein",81,81,81,0
PGF_00880747,17,14,"Na+/H+ antiporter NhaC",144,510,453.2352941176471,80.82044689729327
PGF_00277831,6,1,"hypothetical protein",188,539,418.6666666666667,127.45151583597934
PGF_02009509,1,1,"hypothetical protein",100,100,100,0
PGF_02007793,1,1,"hypothetical protein",111,111,111,0
PGF_12802907,3,3,"Acetyltransferase",146,157,151,4.546060565661952
PGF_02022850,7,5,"PTS system, IIA component",148,170,162.14285714285714,6.833291853200799
PGF_02010530,1,1,"hypothetical protein",166,166,166,0
PGF_12900732,1,1,"hypothetical protein",260,260,260,0
PGF_03294256,5,4,"PTS system, maltose-specific IIC component / PTS system, maltose-specific IIB component (EC 2.7.1.208)",518,635,605.6,44.0027271882096
PGF_00019116,13,8,"Maltose-6'-phosphate glucosidase (EC 3.2.1.122)",54,462,397.0769230769231,116.90986767490294
PGF_02009492,1,1,"hypothetical protein",50,50,50,0
PGF_00033392,15,11,"Phosphoenolpyruvate carboxylase (EC 4.1.1.31)",37,956,748.4666666666667,343.8892974328932
PGF_00416548,5,5,"1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.337)",387,399,391,4.33589667773576
PGF_06177399,1,1,"hypothetical protein",43,43,43,0
PGF_05627454,1,1,"hypothetical protein",39,39,39,0
PGF_00064610,8,5,"Arginine/ornithine antiporter ArcD",159,511,424.5,116.10878519733122
PGF_02806641,24,19,"Carbamate kinase (EC 2.7.2.2)",256,312,307.125,10.997395525001968
PGF_00062309,3,2,"Two-component transcriptional response regulator, LuxR family",225,289,265.6666666666667,28.85981442921782
PGF_12756964,1,1,"Amidohydrolase 3",57,57,57,0
PGF_08143413,1,1,"hypothetical protein",221,221,221,0
PGF_00896280,251,27,"RNA polymerase ECF-type sigma factor",40,441,189.08764940239044,55.41168170139472
PGF_02008727,1,1,"N-acetyltransferase",164,164,164,0
PGF_00013845,10,10,"Immunoreactive protein Se23.5 (Fragment)",191,210,198,5.039841267341661
PGF_02007575,1,1,"Putative regulatory protein",294,294,294,0
PGF_02020112,2,2,"hypothetical protein",347,360,353.5,6.5
PGF_10465451,1,1,"membrane protein, MmpL family",1297,1297,1297,0
PGF_02008768,1,1,"Transcriptional regulator",190,190,190,0
PGF_02009963,1,1,"hypothetical protein",83,83,83,0
PGF_00402249,2,2,"Beta-lactamase class A-like and penicillin binding proteins (PBPs) superfamily",304,318,311,7
PGF_04846590,51,39,"Magnesium and cobalt transport protein CorA",65,350,299.29411764705884,50.96184428806577
PGF_02008741,1,1,"Predicted esterase",195,195,195,0
PGF_02009911,1,1,"Dipeptidase",61,61,61,0
PGF_00739388,10,10,"2,5-didehydrogluconate reductase (2-dehydro-D-gluconate-forming) (EC 1.1.1.274)",153,283,254.2,48.253082803070726
PGF_02008332,1,1,"Transcriptional regulator/sugar kinase",120,120,120,0
PGF_02011126,1,1,"hypothetical protein",100,100,100,0
PGF_10489560,3,3,"flavoprotein subunit related to the succinate dehydrogenases and fumarate reductases",227,247,240.33333333333334,9.428090415820632
PGF_02008349,1,1,"hypothetical protein",355,355,355,0
PGF_02008689,1,1,"Arylesterase",189,189,189,0
PGF_02009477,1,1,"hypothetical protein",249,249,249,0
PGF_00055181,1,1,"Superfamily I DNA and RNA helicase",758,758,758,0
PGF_02011100,1,1,"hypothetical protein",34,34,34,0
PGF_04728041,1,1,"hypothetical protein",37,37,37,0
PGF_03797958,4,4,"Integral membrane protein",179,180,179.5,0.5
PGF_02010468,1,1,"ATP/GTP-binding protein",227,227,227,0
PGF_00233095,2,1,"hypothetical protein",54,224,139,85
PGF_01304795,50,30,"Uncharacterized membrane spanning protein, contains VanZ-like domain",75,490,221.22,87.91957461225572
PGF_10527576,12,11,"Glycerol-3-phosphate cytidylyltransferase (EC 2.7.7.39)",128,164,136.66666666666666,10.530379332620877
PGF_05192570,5,4,"D-aminopeptidase dipeptide-binding protein DppA (EC 3.4.11.-)",231,284,263.8,17.611359970201054
PGF_00985392,1,1,"hypothetical protein",570,570,570,0
PGF_08029510,1,1,"hypothetical protein",329,329,329,0
PGF_02008299,1,1,"L-aminopeptidase/D-esterase",345,345,345,0
PGF_02034797,2,2,"hypothetical protein",335,342,338.5,3.5
PGF_08056441,1,1,"hypothetical protein",328,328,328,0
PGF_02023546,1,1,"hypothetical protein",237,237,237,0
PGF_00017205,1,1,"Lipopolysaccharide biosynthesis glycosyltransferase",46,46,46,0
PGF_02049434,2,1,"hypothetical protein",127,136,131.5,4.5
PGF_02971928,3,1,"hypothetical protein",79,395,235.66666666666666,129.02023958364913
PGF_02018449,1,1,"hypothetical protein",29,29,29,0
PGF_02011843,1,1,"luciferase",85,85,85,0
PGF_00072293,1,1,"histone H1",192,192,192,0
PGF_02008928,1,1,"hypothetical protein",61,61,61,0
PGF_05386473,1,1,"hypothetical protein",41,41,41,0
PGF_06594013,13,12,"Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)",137,370,170.53846153846155,62.62908563011203
PGF_02009360,1,1,"Antitoxin HigA",79,79,79,0
PGF_00384345,3,3,"hypothetical protein",247,293,269.6666666666667,18.78533707147383
PGF_08103272,2,2,"Methyltransferase type 11",40,395,217.5,177.5
PGF_02012780,1,1,"hypothetical protein",158,158,158,0
PGF_00008544,5,4,"Glycerol uptake facilitator protein @ Propanediol diffusion facilitator",234,235,234.8,0.4
PGF_12696724,1,1,"hypothetical protein",393,393,393,0
PGF_06197953,1,1,"hypothetical protein",88,88,88,0
PGF_04703136,1,1,"hypothetical protein",34,34,34,0
PGF_02015827,1,1,"Transposase",161,161,161,0
PGF_05974246,1,1,"hypothetical protein",41,41,41,0
PGF_04944415,1,1,"hypothetical protein",54,54,54,0
PGF_02029017,1,1,"hypothetical protein",398,398,398,0
PGF_02033411,1,1,"hypothetical protein",308,308,308,0
PGF_06644604,1,1,"hypothetical protein",74,74,74,0
PGF_00007043,8,8,"GTP-binding protein related to HflX",419,431,426.25,4.322904116447646
PGF_00417296,13,4,"Cell wall-associated hydrolase",42,497,235.53846153846155,129.6679874998009
PGF_02045318,4,4,"hypothetical protein",86,111,98,8.916277250063503
PGF_01189920,1,1,"hypothetical protein",512,512,512,0
PGF_05162639,2,2,"hypothetical protein",206,208,207,1
PGF_03983854,1,1,"hypothetical protein",145,145,145,0
PGF_00340693,1,1,"hypothetical protein",103,103,103,0
PGF_02014816,1,1,"hypothetical protein",144,144,144,0
PGF_02008938,1,1,"hypothetical protein",125,125,125,0
PGF_02008715,1,1,"Lactate 2-monooxygenase (EC 1.13.12.4)",191,191,191,0
PGF_05409964,1,1,"hypothetical protein",109,109,109,0
PGF_02009433,1,1,"hypothetical protein",83,83,83,0
PGF_00067091,16,13,"Aspartate racemase (EC 5.1.1.13)",88,250,222.125,48.405675028864124
PGF_00064032,7,7,"UDP-N-acetylmuramoy-dipeptide--L-lysine ligase (EC 6.3.2.7)",510,523,517.7142857142857,4.130523512800274
PGF_08128839,144,40,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2",65,692,576.2986111111111,91.83152447258989
PGF_10540665,139,40,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 1",81,657,580.9496402877697,62.64692930758193
PGF_02009013,1,1,"hypothetical protein",256,256,256,0
PGF_02008743,1,1,"Predicted membrane ancor connecting MutS2 with cell-division Z-ring",174,174,174,0
PGF_01187159,3,3,"Transcriptional regulator, AcrR family",181,207,198.33333333333334,12.256517540566826
PGF_02010181,1,1,"hypothetical protein",165,165,165,0
PGF_00003788,2,2,"FMN-binding protein",130,130,130,0
PGF_08548202,31,19,"Transcriptional regulator, YafY family",40,344,287.5483870967742,71.0505675034326
PGF_00007785,3,3,"ABC-type antimicrobial peptide transport system, permease component",352,353,352.3333333333333,0.4714045207910317
PGF_10437833,9,9,"Transcriptional regulator, AcrR family",167,210,182.22222222222223,17.74997826463632
PGF_02917897,5,5,"FAD/FMN-containing dehydrogenase",458,467,463.4,2.939387691339814
PGF_00064270,38,36,"UPF0246 protein YaaA",56,259,239.8421052631579,40.643848706454094
PGF_00235332,1,1,"hypothetical protein",211,211,211,0
PGF_00930759,41,27,"L,D-transpeptidase",147,690,444.6585365853659,150.1429578534417
PGF_02037919,1,1,"hypothetical protein",37,37,37,0
PGF_02010541,1,1,"hypothetical protein",61,61,61,0
PGF_10153092,22,14,"Nitroreductase",166,257,194.95454545454547,21.39132634913522
PGF_02015139,1,1,"hypothetical protein",79,79,79,0
PGF_00418111,2,2,"Citrate lyase transcriptional regulator CitI",312,315,313.5,1.5
PGF_02008788,1,1,"hypothetical protein",188,188,188,0
PGF_00069610,3,2,"cation transport protein",71,488,343.6666666666667,192.91506478816584
PGF_00006461,12,12,"Fumarate hydratase class II (EC 4.2.1.2)",298,468,448,45.44593857907804
PGF_00084357,3,3,"hypothetical protein",171,189,177.66666666666666,8.055363982396381
PGF_12066319,1,1,"hypothetical protein",47,47,47,0
PGF_04038051,3,3,"hypothetical protein",290,327,307,15.253414918196734
PGF_00225248,2,1,"hypothetical protein",423,442,432.5,9.5
PGF_02010545,1,1,"hypothetical protein",79,79,79,0
PGF_02008707,1,1,"HAD superfamily hydrolase",294,294,294,0
PGF_06724323,23,19,"O-acetyl-ADP-ribose deacetylase",67,296,164.7826086956522,45.036175335466496
PGF_00008537,43,29,"Glycerol kinase (EC 2.7.1.30)",81,508,479.4186046511628,80.84646158949305
PGF_02008128,1,1,"permease of the drug/metabolite transporter (DMT) superfamily",303,303,303,0
PGF_10444553,2,1,"hypothetical protein",128,161,144.5,16.5
PGF_00426932,29,29,"6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)",125,175,157.20689655172413,8.155299991711875
PGF_06223236,1,1,"hypothetical protein",89,89,89,0
PGF_00416674,29,28,"3,4-dihydroxy-2-butanone 4-phosphate synthase (EC 4.1.99.12) / GTP cyclohydrolase II (EC 3.5.4.25)",204,406,392.17241379310343,40.007817309842586
PGF_03751076,31,29,"Riboflavin synthase eubacterial/eukaryotic (EC 2.5.1.9)",53,239,196.5483870967742,38.176870813890424
PGF_00423089,30,29,"Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)",160,395,350.7,49.180043378047834
PGF_06332032,3,3,"hypothetical protein",129,136,132.66666666666666,2.8674417556808756
PGF_02013006,1,1,"hypothetical protein",74,74,74,0
PGF_02008927,1,1,"Component involved in D-alanylation of teichoic acids",49,49,49,0
PGF_02009982,1,1,"hypothetical protein",100,100,100,0
PGF_02008285,1,1,"CBS-domain-containing protein",156,156,156,0
PGF_05485003,2,1,"hypothetical protein",54,54,54,0
PGF_12870662,1,1,"Cation transport ATPase",604,604,604,0
PGF_02014727,1,1,"hypothetical protein",147,147,147,0
PGF_10333762,18,17,"Na+/H+ antiporter",386,716,573.1666666666666,155.4764183619711
PGF_02008848,1,1,"hypothetical protein",218,218,218,0
PGF_10423239,1,1,"ABC transporter, substrate-binding protein (cluster 11, riboflavin/purine nucleoside/unknown)",364,364,364,0
PGF_02011070,1,1,"hypothetical protein",118,118,118,0
PGF_02008805,1,1,"hypothetical protein",136,136,136,0
PGF_04165443,30,17,"Serine/threonine protein kinase",327,904,575.6666666666666,172.77081800916366
PGF_00872458,1,1,"hypothetical protein",38,38,38,0
PGF_00987101,2,1,"hypothetical protein",119,177,148,29
PGF_02008810,1,1,"hypothetical protein",123,123,123,0
PGF_02010022,1,1,"hypothetical protein",41,41,41,0
PGF_00038786,3,3,"Aldo/keto reductase family enzyme",280,281,280.6666666666667,0.4714045207910317
PGF_02035960,2,2,"hypothetical protein",186,186,186,0
PGF_00111607,3,3,"hypothetical protein",61,61,61,0
PGF_00071577,3,3,"General stress protein, Gls24 family",173,180,175.33333333333334,3.299831645537222
PGF_00008281,6,6,"Glutamine ABC transporter, ATP-binding protein GlnQ",240,248,245.5,2.565800719723442
PGF_03094431,16,7,"Pyruvate oxidase (EC 1.2.3.3)",193,628,555.9375,107.08143440274789
PGF_00016418,47,47,"LSU ribosomal protein L34p",39,53,45.702127659574465,3.254554214118917
PGF_05517719,1,1,"hypothetical protein",65,65,65,0
PGF_06393966,3,3,"hypothetical protein",253,408,348.6666666666667,68.29511126151141
PGF_02008828,1,1,"hypothetical protein",74,74,74,0
PGF_00021389,23,18,"Mg(2+)-transport-ATPase-associated protein MgtC",173,250,223.95652173913044,12.739798172142239
PGF_02010510,2,1,"accessory gene regulator protein A",95,101,98,3
PGF_02010005,1,1,"hypothetical protein",53,53,53,0
PGF_01896482,10,6,"Rrf2 family transcriptional regulator, group III",70,153,133.5,27.236923467968992
PGF_02007855,20,5,"Zinc-type alcohol dehydrogenase-like protein",110,343,298.35,64.52540197472621
PGF_00017938,7,3,"Lysin",155,360,293,66.14702239276211
PGF_00113999,1,1,"hypothetical protein",173,173,173,0
PGF_02008696,4,4,"DNA or RNA helicase of superfamily II",921,950,941,11.76860229593982
PGF_02009405,1,1,"Predicted integral membrane protein",240,240,240,0
PGF_02008795,1,1,"hypothetical protein",159,159,159,0
PGF_02009407,1,1,"Predicted transcriptional regulator",142,142,142,0
PGF_05692041,1,1,"hypothetical protein",44,44,44,0
PGF_00036143,2,2,"Predicted nucleoside-diphosphate-sugar epimerase",281,281,281,0
PGF_04801970,1,1,"hypothetical protein",278,278,278,0
PGF_02008821,1,1,"hypothetical protein",124,124,124,0
PGF_06332145,1,1,"hypothetical protein",120,120,120,0
PGF_02008392,1,1,"hypothetical protein",54,54,54,0
PGF_02012567,1,1,"hypothetical protein",224,224,224,0
PGF_02009435,1,1,"hypothetical protein",254,254,254,0
PGF_02009489,1,1,"hypothetical protein",260,260,260,0
PGF_02008001,1,1,"DNA-directed RNA polymerase specialized sigma subunit, sigma24-like",161,161,161,0
PGF_00331803,3,1,"hypothetical protein",50,113,74,27.820855486487112
PGF_00054577,16,14,"Sucrose phosphorylase (EC 2.4.1.7)",128,567,446.625,125.4969496641253
PGF_02008044,1,1,"hypothetical protein",645,645,645,0
PGF_00072393,8,8,"Bactoprenol glucosyl transferase (EC 2.4.1.-); Glycosyltransferase, group 2 family protein",309,324,312.625,4.794202227691277
PGF_02021085,1,1,"hypothetical protein",575,575,575,0
PGF_02017845,1,1,"hypothetical protein",92,92,92,0
PGF_02008348,1,1,"hypothetical protein",273,273,273,0
PGF_01737958,12,11,"2-haloalkanoic acid dehalogenase (EC 3.8.1.2)",216,237,230.5,5.188127472091127
PGF_06937064,1,1,"hypothetical protein",52,52,52,0
PGF_02009475,1,1,"hypothetical protein",179,179,179,0
PGF_03530514,4,4,"Additional lipoprotein component of predicted cobalamin ECF transporter",79,130,106,23.18404623873926
PGF_02922746,3,3,"Substrate-specific component CbrT of predicted cobalamin ECF transporter",173,182,176.33333333333334,4.0276819911981905
PGF_01447139,16,15,"ATP:Cob(I)alamin adenosyltransferase (EC 2.5.1.17)",87,189,173.5,30.84234102658227
PGF_02007782,1,1,"hypothetical protein",249,249,249,0
PGF_02007455,1,1,"oxidoreductase( EC:1.- )",465,465,465,0
PGF_03951288,1,1,"hypothetical protein",68,68,68,0
PGF_10428547,10,10,"Acyl-CoA dehydrogenase",531,568,564.2,11.070682002478437
PGF_10382598,6,3,"Heterodimeric efflux ABC transporter, permease/ATP-binding subunit 2",372,530,501.3333333333333,57.85806387665902
